"id";"fecha";"ano";"mes";"dia";"codigo";"nombre";"unidad_medida";"valor"
637;"2013-11-05";2013;11;5;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.23
638;"2013-11-05";2013;11;5;"uf";"Unidad de Fomento (UF)";"Pesos";23205.47
639;"2013-11-06";2013;11;6;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.2
640;"2013-11-06";2013;11;6;"uf";"Unidad de Fomento (UF)";"Pesos";23209.2
641;"2013-11-07";2013;11;7;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.2
642;"2013-11-07";2013;11;7;"uf";"Unidad de Fomento (UF)";"Pesos";23212.93
643;"2013-11-08";2013;11;8;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.03
644;"2013-11-08";2013;11;8;"uf";"Unidad de Fomento (UF)";"Pesos";23216.67
645;"2013-11-09";2013;11;9;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.03
646;"2013-11-09";2013;11;9;"uf";"Unidad de Fomento (UF)";"Pesos";23220.4
647;"2013-11-10";2013;11;10;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.03
648;"2013-11-10";2013;11;10;"uf";"Unidad de Fomento (UF)";"Pesos";23221.17
649;"2013-11-11";2013;11;11;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.11
650;"2013-11-11";2013;11;11;"uf";"Unidad de Fomento (UF)";"Pesos";23221.95
651;"2013-11-12";2013;11;12;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.1
652;"2013-11-12";2013;11;12;"uf";"Unidad de Fomento (UF)";"Pesos";23222.72
653;"2013-11-13";2013;11;13;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.09
654;"2013-11-13";2013;11;13;"uf";"Unidad de Fomento (UF)";"Pesos";23223.49
655;"2013-11-14";2013;11;14;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";3.07
656;"2013-11-14";2013;11;14;"uf";"Unidad de Fomento (UF)";"Pesos";23224.27
657;"2013-11-15";2013;11;15;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.94
658;"2013-11-15";2013;11;15;"uf";"Unidad de Fomento (UF)";"Pesos";23225.04
659;"2013-11-16";2013;11;16;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.94
660;"2013-11-16";2013;11;16;"uf";"Unidad de Fomento (UF)";"Pesos";23225.82
661;"2013-11-17";2013;11;17;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.94
662;"2013-11-17";2013;11;17;"uf";"Unidad de Fomento (UF)";"Pesos";23226.59
663;"2013-11-18";2013;11;18;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.91
664;"2013-11-18";2013;11;18;"uf";"Unidad de Fomento (UF)";"Pesos";23227.36
665;"2013-11-19";2013;11;19;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
666;"2013-11-19";2013;11;19;"uf";"Unidad de Fomento (UF)";"Pesos";23228.14
667;"2013-11-20";2013;11;20;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.84
668;"2013-11-20";2013;11;20;"uf";"Unidad de Fomento (UF)";"Pesos";23228.91
669;"2013-11-21";2013;11;21;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.81
670;"2013-11-21";2013;11;21;"uf";"Unidad de Fomento (UF)";"Pesos";23229.69
671;"2013-11-22";2013;11;22;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.72
672;"2013-11-22";2013;11;22;"uf";"Unidad de Fomento (UF)";"Pesos";23230.46
673;"2013-11-23";2013;11;23;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.72
674;"2013-11-23";2013;11;23;"uf";"Unidad de Fomento (UF)";"Pesos";23231.23
675;"2013-11-24";2013;11;24;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.72
676;"2013-11-24";2013;11;24;"uf";"Unidad de Fomento (UF)";"Pesos";23232.01
677;"2013-11-25";2013;11;25;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.76
678;"2013-11-25";2013;11;25;"uf";"Unidad de Fomento (UF)";"Pesos";23232.78
679;"2013-11-26";2013;11;26;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.81
680;"2013-11-26";2013;11;26;"uf";"Unidad de Fomento (UF)";"Pesos";23233.56
681;"2013-11-27";2013;11;27;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.82
682;"2013-11-27";2013;11;27;"uf";"Unidad de Fomento (UF)";"Pesos";23234.33
683;"2013-11-28";2013;11;28;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
684;"2013-11-28";2013;11;28;"uf";"Unidad de Fomento (UF)";"Pesos";23235.1
685;"2013-11-29";2013;11;29;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
686;"2013-11-29";2013;11;29;"uf";"Unidad de Fomento (UF)";"Pesos";23235.88
687;"2013-11-30";2013;11;30;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
688;"2013-11-30";2013;11;30;"uf";"Unidad de Fomento (UF)";"Pesos";23236.65
689;"2013-12-01";2013;12;1;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
690;"2013-12-01";2013;12;1;"uf";"Unidad de Fomento (UF)";"Pesos";23237.43
691;"2013-12-02";2013;12;2;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.85
692;"2013-12-02";2013;12;2;"uf";"Unidad de Fomento (UF)";"Pesos";23238.2
693;"2013-12-03";2013;12;3;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.84
694;"2013-12-03";2013;12;3;"uf";"Unidad de Fomento (UF)";"Pesos";23238.97
695;"2013-12-04";2013;12;4;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.87
696;"2013-12-04";2013;12;4;"uf";"Unidad de Fomento (UF)";"Pesos";23239.75
697;"2013-12-05";2013;12;5;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.88
698;"2013-12-05";2013;12;5;"uf";"Unidad de Fomento (UF)";"Pesos";23240.52
699;"2013-12-06";2013;12;6;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.8
700;"2013-12-06";2013;12;6;"uf";"Unidad de Fomento (UF)";"Pesos";23241.3
701;"2013-12-07";2013;12;7;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.8
702;"2013-12-07";2013;12;7;"uf";"Unidad de Fomento (UF)";"Pesos";23242.07
703;"2013-12-08";2013;12;8;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.8
704;"2013-12-08";2013;12;8;"uf";"Unidad de Fomento (UF)";"Pesos";23242.85
705;"2013-12-09";2013;12;9;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.67
706;"2013-12-09";2013;12;9;"uf";"Unidad de Fomento (UF)";"Pesos";23243.62
707;"2013-12-10";2013;12;10;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.67
708;"2013-12-10";2013;12;10;"uf";"Unidad de Fomento (UF)";"Pesos";23246.61
709;"2013-12-11";2013;12;11;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.57
710;"2013-12-11";2013;12;11;"uf";"Unidad de Fomento (UF)";"Pesos";23249.61
711;"2013-12-12";2013;12;12;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.55
712;"2013-12-12";2013;12;12;"uf";"Unidad de Fomento (UF)";"Pesos";23252.6
713;"2013-12-13";2013;12;13;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.55
714;"2013-12-13";2013;12;13;"uf";"Unidad de Fomento (UF)";"Pesos";23255.6
715;"2013-12-14";2013;12;14;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.55
716;"2013-12-14";2013;12;14;"uf";"Unidad de Fomento (UF)";"Pesos";23258.59
717;"2013-12-15";2013;12;15;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.55
718;"2013-12-15";2013;12;15;"uf";"Unidad de Fomento (UF)";"Pesos";23261.59
719;"2013-12-16";2013;12;16;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
720;"2013-12-16";2013;12;16;"uf";"Unidad de Fomento (UF)";"Pesos";23264.58
721;"2013-12-17";2013;12;17;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
722;"2013-12-17";2013;12;17;"uf";"Unidad de Fomento (UF)";"Pesos";23267.58
723;"2013-12-18";2013;12;18;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.42
724;"2013-12-18";2013;12;18;"uf";"Unidad de Fomento (UF)";"Pesos";23270.57
725;"2013-12-19";2013;12;19;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.42
726;"2013-12-19";2013;12;19;"uf";"Unidad de Fomento (UF)";"Pesos";23273.57
727;"2013-12-20";2013;12;20;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
728;"2013-12-20";2013;12;20;"uf";"Unidad de Fomento (UF)";"Pesos";23276.57
729;"2013-12-21";2013;12;21;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
730;"2013-12-21";2013;12;21;"uf";"Unidad de Fomento (UF)";"Pesos";23279.57
731;"2013-12-22";2013;12;22;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
732;"2013-12-22";2013;12;22;"uf";"Unidad de Fomento (UF)";"Pesos";23282.56
733;"2013-12-23";2013;12;23;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
734;"2013-12-23";2013;12;23;"uf";"Unidad de Fomento (UF)";"Pesos";23285.56
735;"2013-12-24";2013;12;24;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
736;"2013-12-24";2013;12;24;"uf";"Unidad de Fomento (UF)";"Pesos";23288.56
737;"2013-12-25";2013;12;25;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
738;"2013-12-25";2013;12;25;"uf";"Unidad de Fomento (UF)";"Pesos";23291.56
739;"2013-12-26";2013;12;26;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
740;"2013-12-26";2013;12;26;"uf";"Unidad de Fomento (UF)";"Pesos";23294.56
741;"2013-12-27";2013;12;27;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
742;"2013-12-27";2013;12;27;"uf";"Unidad de Fomento (UF)";"Pesos";23297.56
743;"2013-12-28";2013;12;28;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
744;"2013-12-28";2013;12;28;"uf";"Unidad de Fomento (UF)";"Pesos";23300.56
745;"2013-12-29";2013;12;29;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.43
746;"2013-12-29";2013;12;29;"uf";"Unidad de Fomento (UF)";"Pesos";23303.56
747;"2013-12-30";2013;12;30;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
748;"2013-12-30";2013;12;30;"uf";"Unidad de Fomento (UF)";"Pesos";23306.56
749;"2013-12-31";2013;12;31;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
750;"2013-12-31";2013;12;31;"uf";"Unidad de Fomento (UF)";"Pesos";23309.56
751;"2014-01-01";2014;1;1;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
752;"2014-01-01";2014;1;1;"uf";"Unidad de Fomento (UF)";"Pesos";23312.57
753;"2014-01-02";2014;1;2;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.44
754;"2014-01-02";2014;1;2;"uf";"Unidad de Fomento (UF)";"Pesos";23315.57
755;"2014-01-03";2014;1;3;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.45
756;"2014-01-03";2014;1;3;"uf";"Unidad de Fomento (UF)";"Pesos";23318.57
757;"2014-01-04";2014;1;4;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.45
758;"2014-01-04";2014;1;4;"uf";"Unidad de Fomento (UF)";"Pesos";23321.57
759;"2014-01-05";2014;1;5;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.45
760;"2014-01-05";2014;1;5;"uf";"Unidad de Fomento (UF)";"Pesos";23324.58
761;"2014-01-06";2014;1;6;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.38
762;"2014-01-06";2014;1;6;"uf";"Unidad de Fomento (UF)";"Pesos";23327.58
763;"2014-01-07";2014;1;7;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.36
764;"2014-01-07";2014;1;7;"uf";"Unidad de Fomento (UF)";"Pesos";23330.58
765;"2014-01-08";2014;1;8;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.24
766;"2014-01-08";2014;1;8;"uf";"Unidad de Fomento (UF)";"Pesos";23333.59
767;"2014-01-09";2014;1;9;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.18
768;"2014-01-09";2014;1;9;"uf";"Unidad de Fomento (UF)";"Pesos";23336.59
769;"2014-01-10";2014;1;10;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.08
770;"2014-01-10";2014;1;10;"uf";"Unidad de Fomento (UF)";"Pesos";23341.09
771;"2014-01-11";2014;1;11;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.08
772;"2014-01-11";2014;1;11;"uf";"Unidad de Fomento (UF)";"Pesos";23345.6
773;"2014-01-12";2014;1;12;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.08
774;"2014-01-12";2014;1;12;"uf";"Unidad de Fomento (UF)";"Pesos";23350.1
775;"2014-01-13";2014;1;13;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.16
776;"2014-01-13";2014;1;13;"uf";"Unidad de Fomento (UF)";"Pesos";23354.61
777;"2014-01-14";2014;1;14;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.19
778;"2014-01-14";2014;1;14;"uf";"Unidad de Fomento (UF)";"Pesos";23359.12
779;"2014-01-15";2014;1;15;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.21
780;"2014-01-15";2014;1;15;"uf";"Unidad de Fomento (UF)";"Pesos";23363.63
781;"2014-01-16";2014;1;16;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.23
782;"2014-01-16";2014;1;16;"uf";"Unidad de Fomento (UF)";"Pesos";23368.13
783;"2014-01-17";2014;1;17;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
784;"2014-01-17";2014;1;17;"uf";"Unidad de Fomento (UF)";"Pesos";23372.64
785;"2014-01-18";2014;1;18;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
786;"2014-01-18";2014;1;18;"uf";"Unidad de Fomento (UF)";"Pesos";23377.15
787;"2014-01-19";2014;1;19;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
788;"2014-01-19";2014;1;19;"uf";"Unidad de Fomento (UF)";"Pesos";23381.67
789;"2014-01-20";2014;1;20;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
790;"2014-01-20";2014;1;20;"uf";"Unidad de Fomento (UF)";"Pesos";23386.18
791;"2014-01-21";2014;1;21;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
792;"2014-01-21";2014;1;21;"uf";"Unidad de Fomento (UF)";"Pesos";23390.69
793;"2014-01-22";2014;1;22;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
794;"2014-01-22";2014;1;22;"uf";"Unidad de Fomento (UF)";"Pesos";23395.21
795;"2014-01-23";2014;1;23;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.23
796;"2014-01-23";2014;1;23;"uf";"Unidad de Fomento (UF)";"Pesos";23399.72
797;"2014-01-24";2014;1;24;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
798;"2014-01-24";2014;1;24;"uf";"Unidad de Fomento (UF)";"Pesos";23404.24
799;"2014-01-25";2014;1;25;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
800;"2014-01-25";2014;1;25;"uf";"Unidad de Fomento (UF)";"Pesos";23408.75
801;"2014-01-26";2014;1;26;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
802;"2014-01-26";2014;1;26;"uf";"Unidad de Fomento (UF)";"Pesos";23413.27
803;"2014-01-27";2014;1;27;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.3
804;"2014-01-27";2014;1;27;"uf";"Unidad de Fomento (UF)";"Pesos";23417.79
805;"2014-01-28";2014;1;28;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.31
806;"2014-01-28";2014;1;28;"uf";"Unidad de Fomento (UF)";"Pesos";23422.31
807;"2014-01-29";2014;1;29;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.34
808;"2014-01-29";2014;1;29;"uf";"Unidad de Fomento (UF)";"Pesos";23426.83
809;"2014-01-30";2014;1;30;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.36
810;"2014-01-30";2014;1;30;"uf";"Unidad de Fomento (UF)";"Pesos";23431.35
811;"2014-01-31";2014;1;31;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.39
812;"2014-01-31";2014;1;31;"uf";"Unidad de Fomento (UF)";"Pesos";23435.87
813;"2014-02-01";2014;2;1;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.39
814;"2014-02-01";2014;2;1;"uf";"Unidad de Fomento (UF)";"Pesos";23440.4
815;"2014-02-02";2014;2;2;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.39
816;"2014-02-02";2014;2;2;"uf";"Unidad de Fomento (UF)";"Pesos";23444.92
817;"2014-02-03";2014;2;3;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.4
818;"2014-02-03";2014;2;3;"uf";"Unidad de Fomento (UF)";"Pesos";23449.44
819;"2014-02-04";2014;2;4;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.36
820;"2014-02-04";2014;2;4;"uf";"Unidad de Fomento (UF)";"Pesos";23453.97
821;"2014-02-05";2014;2;5;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.33
822;"2014-02-05";2014;2;5;"uf";"Unidad de Fomento (UF)";"Pesos";23458.5
823;"2014-02-06";2014;2;6;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.33
824;"2014-02-06";2014;2;6;"uf";"Unidad de Fomento (UF)";"Pesos";23463.02
825;"2014-02-07";2014;2;7;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
826;"2014-02-07";2014;2;7;"uf";"Unidad de Fomento (UF)";"Pesos";23467.55
827;"2014-02-08";2014;2;8;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
828;"2014-02-08";2014;2;8;"uf";"Unidad de Fomento (UF)";"Pesos";23472.08
829;"2014-02-09";2014;2;9;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.25
830;"2014-02-09";2014;2;9;"uf";"Unidad de Fomento (UF)";"Pesos";23476.61
831;"2014-02-10";2014;2;10;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.21
832;"2014-02-10";2014;2;10;"uf";"Unidad de Fomento (UF)";"Pesos";23478.29
833;"2014-02-11";2014;2;11;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.21
834;"2014-02-11";2014;2;11;"uf";"Unidad de Fomento (UF)";"Pesos";23479.96
835;"2014-02-12";2014;2;12;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.22
836;"2014-02-12";2014;2;12;"uf";"Unidad de Fomento (UF)";"Pesos";23481.64
837;"2014-02-13";2014;2;13;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.21
838;"2014-02-13";2014;2;13;"uf";"Unidad de Fomento (UF)";"Pesos";23483.31
839;"2014-02-14";2014;2;14;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.2
840;"2014-02-14";2014;2;14;"uf";"Unidad de Fomento (UF)";"Pesos";23484.99
841;"2014-02-15";2014;2;15;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.2
842;"2014-02-15";2014;2;15;"uf";"Unidad de Fomento (UF)";"Pesos";23486.66
843;"2014-02-16";2014;2;16;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.2
844;"2014-02-16";2014;2;16;"uf";"Unidad de Fomento (UF)";"Pesos";23488.34
845;"2014-02-17";2014;2;17;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.17
846;"2014-02-17";2014;2;17;"uf";"Unidad de Fomento (UF)";"Pesos";23490.02
847;"2014-02-18";2014;2;18;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.18
848;"2014-02-18";2014;2;18;"uf";"Unidad de Fomento (UF)";"Pesos";23491.69
849;"2014-02-19";2014;2;19;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.1
850;"2014-02-19";2014;2;19;"uf";"Unidad de Fomento (UF)";"Pesos";23493.37
851;"2014-02-20";2014;2;20;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.03
852;"2014-02-20";2014;2;20;"uf";"Unidad de Fomento (UF)";"Pesos";23495.04
853;"2014-02-21";2014;2;21;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
854;"2014-02-21";2014;2;21;"uf";"Unidad de Fomento (UF)";"Pesos";23496.72
855;"2014-02-22";2014;2;22;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
856;"2014-02-22";2014;2;22;"uf";"Unidad de Fomento (UF)";"Pesos";23498.4
857;"2014-02-23";2014;2;23;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
858;"2014-02-23";2014;2;23;"uf";"Unidad de Fomento (UF)";"Pesos";23500.07
859;"2014-02-24";2014;2;24;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
860;"2014-02-24";2014;2;24;"uf";"Unidad de Fomento (UF)";"Pesos";23501.75
861;"2014-02-25";2014;2;25;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
862;"2014-02-25";2014;2;25;"uf";"Unidad de Fomento (UF)";"Pesos";23503.43
863;"2014-02-26";2014;2;26;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.99
864;"2014-02-26";2014;2;26;"uf";"Unidad de Fomento (UF)";"Pesos";23505.11
865;"2014-02-27";2014;2;27;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.99
866;"2014-02-27";2014;2;27;"uf";"Unidad de Fomento (UF)";"Pesos";23506.78
867;"2014-02-28";2014;2;28;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.99
868;"2014-02-28";2014;2;28;"uf";"Unidad de Fomento (UF)";"Pesos";23508.46
869;"2014-03-01";2014;3;1;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.99
870;"2014-03-01";2014;3;1;"uf";"Unidad de Fomento (UF)";"Pesos";23510.14
871;"2014-03-02";2014;3;2;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.99
872;"2014-03-02";2014;3;2;"uf";"Unidad de Fomento (UF)";"Pesos";23511.82
873;"2014-03-03";2014;3;3;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";2.0
874;"2014-03-03";2014;3;3;"uf";"Unidad de Fomento (UF)";"Pesos";23513.49
875;"2014-03-04";2014;3;4;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
876;"2014-03-04";2014;3;4;"uf";"Unidad de Fomento (UF)";"Pesos";23515.17
877;"2014-03-05";2014;3;5;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.98
878;"2014-03-05";2014;3;5;"uf";"Unidad de Fomento (UF)";"Pesos";23516.85
879;"2014-03-06";2014;3;6;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.91
880;"2014-03-06";2014;3;6;"uf";"Unidad de Fomento (UF)";"Pesos";23518.53
881;"2014-03-07";2014;3;7;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.74
882;"2014-03-07";2014;3;7;"uf";"Unidad de Fomento (UF)";"Pesos";23520.21
883;"2014-03-08";2014;3;8;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.74
884;"2014-03-08";2014;3;8;"uf";"Unidad de Fomento (UF)";"Pesos";23521.88
885;"2014-03-09";2014;3;9;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.74
886;"2014-03-09";2014;3;9;"uf";"Unidad de Fomento (UF)";"Pesos";23523.56
887;"2014-03-10";2014;3;10;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.56
888;"2014-03-10";2014;3;10;"uf";"Unidad de Fomento (UF)";"Pesos";23527.34
889;"2014-03-11";2014;3;11;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.53
890;"2014-03-11";2014;3;11;"uf";"Unidad de Fomento (UF)";"Pesos";23531.13
891;"2014-03-12";2014;3;12;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.51
892;"2014-03-12";2014;3;12;"uf";"Unidad de Fomento (UF)";"Pesos";23534.92
893;"2014-03-13";2014;3;13;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.47
894;"2014-03-13";2014;3;13;"uf";"Unidad de Fomento (UF)";"Pesos";23538.7
895;"2014-03-14";2014;3;14;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.45
896;"2014-03-14";2014;3;14;"uf";"Unidad de Fomento (UF)";"Pesos";23542.49
897;"2014-03-15";2014;3;15;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.45
898;"2014-03-15";2014;3;15;"uf";"Unidad de Fomento (UF)";"Pesos";23546.28
899;"2014-03-16";2014;3;16;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.45
900;"2014-03-16";2014;3;16;"uf";"Unidad de Fomento (UF)";"Pesos";23550.07
901;"2014-03-17";2014;3;17;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.4
902;"2014-03-17";2014;3;17;"uf";"Unidad de Fomento (UF)";"Pesos";23553.86
903;"2014-03-18";2014;3;18;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.37
904;"2014-03-18";2014;3;18;"uf";"Unidad de Fomento (UF)";"Pesos";23557.65
905;"2014-03-19";2014;3;19;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.38
906;"2014-03-19";2014;3;19;"uf";"Unidad de Fomento (UF)";"Pesos";23561.44
907;"2014-03-20";2014;3;20;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.36
908;"2014-03-20";2014;3;20;"uf";"Unidad de Fomento (UF)";"Pesos";23565.23
909;"2014-03-21";2014;3;21;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.36
910;"2014-03-21";2014;3;21;"uf";"Unidad de Fomento (UF)";"Pesos";23569.02
911;"2014-03-22";2014;3;22;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.36
912;"2014-03-22";2014;3;22;"uf";"Unidad de Fomento (UF)";"Pesos";23572.81
913;"2014-03-23";2014;3;23;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.36
914;"2014-03-23";2014;3;23;"uf";"Unidad de Fomento (UF)";"Pesos";23576.61
915;"2014-03-24";2014;3;24;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.37
916;"2014-03-24";2014;3;24;"uf";"Unidad de Fomento (UF)";"Pesos";23580.4
917;"2014-03-25";2014;3;25;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.42
918;"2014-03-25";2014;3;25;"uf";"Unidad de Fomento (UF)";"Pesos";23584.19
919;"2014-03-26";2014;3;26;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.45
920;"2014-03-26";2014;3;26;"uf";"Unidad de Fomento (UF)";"Pesos";23587.99
921;"2014-03-27";2014;3;27;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.53
922;"2014-03-27";2014;3;27;"uf";"Unidad de Fomento (UF)";"Pesos";23591.78
923;"2014-03-28";2014;3;28;"tabuf360";"Tasa TAB UF 360d";"Porcentaje";1.59
